,ID,Reached.on.Time_Y.N
4329,1548,0.99
4330,9639,0.45
4331,2388,1.0
4332,1660,0.98
4333,3984,0.55
4334,9365,0.49
4335,1038,1.0
4336,875,0.97
4337,9919,0.72
4338,1001,0.99
4339,1061,0.97
4340,9945,0.22
4341,8960,0.34
4342,5409,0.35
4343,947,1.0
4344,3479,0.66
4345,8440,0.33
4346,4974,0.23
4347,176,0.89
4348,4261,0.54
4349,10391,0.44
4350,5943,0.36
4351,380,0.97
4352,10024,0.49
4353,657,0.99
4354,5349,0.41
4355,8822,0.4
4356,10276,0.3
4357,3061,1.0
4358,8448,0.43
4359,10952,0.52
4360,2519,0.91
4361,9979,0.59
4362,7371,0.33
4363,5415,0.4
4364,2084,0.95
4365,5819,0.52
4366,4762,0.36
4367,535,1.0
4368,8938,0.49
4369,9332,0.46
4370,2096,0.99
4371,7005,0.38
4372,5833,0.44
4373,3807,0.52
4374,6572,0.39
4375,6134,0.27
4376,7764,0.52
4377,327,0.98
4378,1034,0.98
4379,3214,0.38
4380,7688,0.46
4381,9433,0.5
4382,2981,0.97
4383,8979,0.34
4384,6582,0.43
4385,3405,0.34
4386,6977,0.4
4387,1684,0.9
4388,3425,0.36
4389,1072,0.97
4390,10056,0.55
4391,7550,0.39
4392,7887,0.36
4393,1541,0.95
4394,2318,0.97
4395,6676,0.37
4396,2610,1.0
4397,3406,0.49
4398,10395,0.4
4399,3646,0.29
4400,573,0.98
